,drug,text,dcpl,flint
10,Celebrex,"Celebrex is used to treat pain or inflammation caused by many conditions such as arthritis, ankylosing spondylitis, and menstrual pain.","

{
  ""objects"": [
    {
      ""name"": ""Celebrex"",
      ""description"": ""a medication used to treat pain or inflammation caused by various conditions such as arthritis, ankylosing spondylitis, and menstrual pain."",
      ""properties"": [
        {
          ""name"": ""Pain or Inflammation"",
          ""description"": ""a property of Celebrex, indicating its purpose in treating these conditions.""
        }
      ],
      ""descriptors"": [
        {
          ""name"": ""Condition"",
          ""description"": ""a descriptor associated with Celebrex, specifying the types of conditions it can treat.""
        }
      ],
      ""normative_positions"": [
        {
          ""name"": ""Use"",
          ""description"": ""a normative concept associated with Celebrex, indicating its intended purpose as a treatment for pain or inflammation caused by various conditions.""
        }
      ]
    }
  ],
  ""events"": [
    {
      ""name"": ""Treating"",
      ""description"": ""an event that involves the use of Celebrex to alleviate pain or inflammation caused by a condition."",
      ""objects"": [
        {
          ""name"": ""Celebrex"",
          ""role"": ""Treatment"",
          ""description"": ""a composite object composed of the objects Celebrex and Condition, representing the use of Celebrex to treat a specific condition.""
        }
      ]
    }
  ],
  ""normative_concepts"": [
    {
      ""name"": ""Use"",
      ""description"": ""a normative concept indicating the intended purpose of Celebrex as a treatment for pain or inflammation caused by various conditions.""
    },
    {
      ""name"": ""Prescribing"",
      ""description"": ""a normative concept indicating the authority of doctors to prescribe Celebrex to patients.""
    },
    {
      ""name"": ""Following Prescription"",
      ""description"": ""a normative concept indicating the obligation of patients to follow their prescribed treatment plan.""
    },
    {
      ""name"": ""Failure to Follow Prescription"",
      ""description"": ""a normative concept indicating the potential violation of patients if they do not follow their prescribed treatment plan.""
    }
  ],
  ""normative_relations"": [
    {
      ""name"": ""Patients"",
      ""description"": ""individuals who are authorized to use Celebrex for the treatment of their condition."",
      ""normative_position"": ""Use""
    },
    {
      ""name"": ""Doctors"",
      ""description"": ""individuals who can prescribe Celebrex to patients."",
      ""normative_position"": ""Prescribing""
    },
    {
      ""name"": ""Patients"",
      ""description"": ""individuals who are expected to follow their prescribed treatment plan."",
      ""normative_position"": ""Following Prescription""
    },
    {
      ""name"": ""Patients"",
      ""description"": ""individuals who may violate their normative position if they do not follow their prescribed treatment plan."",
      ""normative_position"": ""Failure to Follow Prescription""
    }
  ]
}","

Fact drug
Identified by String ""Celebrex""
Fact treats
Identified by drug * condition
Fact condition
Identified by String ""pain or inflammation""
Holds when arthritis (condition) OR ankylosing spondylitis (condition) OR menstrual pain (condition)
Act use
Actor patient
Recipient condition
Creates pain relief (patient, condition)
Holds when drug (Celebrex) AND treats (drug, condition)
Fact arthritis
Identified by String ""arthritis""
Fact ankylosing spondylitis
Identified by String ""ankylosing spondylitis""
Fact menstrual pain
Identified by String ""menstrual pain"""
11,Celebrex, You should not take this medicine if you already have bleeding in your stomach or intestines.,"

[
  {
    ""position"": ""power"",
    ""holder"": ""*patient"",
    ""action"": ""#take_medicine"",
    ""consequence"": {
      ""plus"": ""*patient"",
      ""minus"": ""*patient"",
      ""alias"": ""*patient""
    }
  },
  {
    ""position"": ""duty"",
    ""holder"": ""*patient"",
    ""counterparty"": ""*patient"",
    ""action"": ""#take_medicine"",
    ""violation"": {
      ""expression"": ""current_bleeding_in_stomach_or_intestines"",
      ""event"": ""#declare_violation"",
      ""alias"": ""*patient.duty""
    },
    ""termination"": {
      ""expression"": ""current_bleeding_in_stomach_or_intestines"",
      ""event"": ""#declare_violation""
    },
    ""alias"": ""*patient.violation""
  },
  {
    ""compound"": ""#take_medicine"",
    ""params"": [
      ""*patient""
    ],
    ""content"": [
      {
        ""condition"": {
          ""expression"": ""current_bleeding_in_stomach_or_intestines"",
          ""event"": ""#take_medicine"",
          ""alias"": ""*patient""
        },
        ""conclusion"": {
          ""plus"": ""*patient"",
          ""minus"": ""*patient"",
          ""alias"": ""*patient""
        }
      }
    ]
  }
]","

Rule: Do not take medicine if already bleeding in stomach or intestines.
Act-Type: Take medicine
Actor: Person
Recipient: Self
Post-Condition: Does not take medicine
Fact: Bleeding in stomach or intestines
Type: Boolean
NOT(Bleeding in stomach or intestines)"
12,Celebrex,"Celecoxib can increase your risk of fatal heart attack or stroke, even if you don't have any risk factors. Do not use Celebrex just before or after heart bypass surgery","

{
  ""condition"": {
    ""event"": ""#Celebrex"",
    ""expression"": ""false""
  },
  ""conclusion"": {
    ""event"": ""#Celecoxib"",
    ""position"": ""disability"",
    ""holder"": ""*"",
    ""action"": ""#heart_attack"",
    ""consequence"": {
      ""event"": [""#heart_attack"", ""#stroke""],
      ""expression"": ""fatal""
    },
    ""refinement"": {
      ""reference"": ""#heart_bypass_surgery"",
      ""refinement"": {
        ""event"": ""#Celebrex"",
        ""expression"": ""false""
      }
    }
  }
}","


Fact drug Identified by String Celecoxib Fact risk - factor Identified by String fatal heart attack Fact risk - factor Identified by String stroke Fact risk - factor Identified by String heart bypass surgery Act increase - risk Actor String Celecoxib Recipient String fatal heart attack Holds when NOT ( risk - factor ( Celecoxib , fatal heart attack ) Fact no - risk - factors Identified by String none Duty do - not - use Holder String Celebrex Claimant String heart bypass surgery Violated when no - risk - factors ( none ) Act use Actor String Celebrex Recipient String heart bypass surgery Terminates use ( Celebrex , heart bypass surgery ) Holds when NOT ( use ( Celebrex , heart bypass surgery ) )"
13,Celebrex,"If you are pregnant, you should not take Celebrex unless your doctor tells you to.","

[
  {
    ""position"": ""duty"",
    ""holder"": {
      ""reference"": ""pregnant""
    },
    ""counterparty"": null,
    ""action"": {
      ""reference"": ""doctor_tells""
    },
    ""violation"": {
      ""expression"": null,
      ""event"": {
        ""reference"": ""do_not_take"",
        ""in"": {
          ""reference"": ""Celebrex""
        }
      }
    },
    ""termination"": null
  }
]","

Fact person Identified by String Placeholder patient For person Fact pregnant Identified by patient Duty do - not - take - celebrex Holder patient Claimant patient Violated when pregnant ( patient ) Act consult - doctor Actor patient Recipient doctor Creates take - celebrex ( patient ) Holds when pregnant ( patient )"
14,Celebrex,Celebrex is used to treat juvenile rheumatoid arthritis in children who are at least 2 years old. It is also used in the treatment of hereditary polyps in the colon.,"

{
  ""condition"": ""#Celebrex"",
  ""conclusion"": ""#treat"",
  ""alias"": ""#treatment"",
  ""target"": {
    ""reference"": ""#juvenile_rheumatoid_arthritis"",
    ""refinement"": {
      ""reference"": ""#children"",
      ""refinement"": {
        ""age"": "">= 2""
      }
    }
  },
  ""consequence"": {
    ""plus"": ""treatment""
  }
},
{
  ""condition"": ""#Celebrex"",
  ""conclusion"": ""#treat"",
  ""alias"": ""#treatment"",
  ""target"": {
    ""reference"": ""#hereditary_polyps"",
    ""refinement"": {
      ""reference"": ""#colon""
    }
  },
  ""consequence"": {
    ""plus"": ""treatment""
  }
}","

Fact drug Used to treat juvenile rheumatoid arthritis in children Identified by String Celebrex For drug Placeholder child For person Fact hereditary - polyps - treatment Used in the treatment of hereditary polyps in the colon Identified by drug Celebrex Fact age - requirement Juvenile rheumatoid arthritis treatment requires child to be at least 2 years old Identified by child Placeholder child For person Fact colon - treatment Used in the treatment of hereditary polyps in the colon Identified by drug Celebrex Fact age - requirement Hereditary polyps treatment requires child to be at least 2 years old Identified by child Placeholder child For person"
15,Premarin,"Premarin Vaginal Cream is used in the vagina to treat the vaginal symptoms of menopause such as dryness, burning, irritation, and painful sexual intercourse.","

{
  ""object"": ""Premarin Vaginal Cream"",
  ""descriptor"": ""Treatment for vaginal symptoms of menopause"",
  ""composite_object"": {
    ""compound"": ""Vaginal symptoms of menopause"",
    ""params"": [
      ""Dryness"",
      ""burning"",
      ""irritation"",
      ""painful sexual intercourse""
    ]
  },
  ""object_properties"": ""Located in the vagina"",
  ""transformational_rule"": {
    ""condition"": ""Vaginal symptoms of menopause"",
    ""conclusion"": ""+Treatment for vaginal symptoms of menopause""
  },
  ""descriptors"": [
    ""Dryness"",
    ""burning"",
    ""irritation"",
    ""painful sexual intercourse""
  ],
  ""power_frame"": {
    ""position"": ""claim"",
    ""holder"": ""Treatment for vaginal symptoms of menopause"",
    ""action"": ""#declare_violation"",
    ""consequence"": {
      ""entity"": ""Vaginal symptoms of menopause"",
      ""in"": ""+Violation of treatment for vaginal symptoms of menopause""
    }
  }
}","

eFlint Rules:
In eFlint, interpretations are formalized as type declarations.

Scenarios:
Scenarios are represented by series of statements, which create transition traces based on act-types and event-types.

Abstract Syntax:
eFlint specifications consist of type declarations. Boolean and instance expressions are omitted but introduced later.

Examples:
Example specifications like the Premarin Vaginal Cream usage norm are provided.

Type Redefinition:
Types can be redefined for domain-specific use.

Scripts:
Scripts are sequences of statements and queries. They describe actions and events in scenarios.

Input Files:
To assess cases, use four input files: type declarations, domain-specific type redefinitions, initialization statements, and scenario statements.

Facts and Configurations:
Facts represent the institutional model at a moment in time, forming configurations.

Derivation Clauses:
Type declarations may have optional derivation clauses (Boolean expressions) that define which instances are true.

Fact Types:
Facts can be 'derived' or 'postulated' based on the presence of derivation clauses.

Act-Types:
Act-types define actions with performing and recipient actors. Actions have post-conditions that change configurations.

Duty-Types:
Duty-types involve duty holders and claimants with violation conditions.

Transitions:
Actions and events trigger transitions, changing institutional views by creating or terminating facts.

Actions vs. Events:
Actions and events differ; events lack performing and recipient actors.

Invariants:
The language supports invariants that must hold true in every reachable configuration.

Violations:
Invariant violations are reported to identify inconsistencies in specifications.

Compliance:
A trace can be action-compliant, duty-compliant, both, or neither.

Scenario Assessment:
Evaluate scenarios for action and duty compliance based on the initial configuration.

Trace Recording:
Traces record normative positions and relations, aiding in reproducing and explaining decision-making processes.

Negative Boolean sentences are annotated using NOT(...)

Fact Premarin Vaginal Cream Usage
Used in the vagina
Treats vaginal symptoms of menopause
Symptoms include dryness, burning, irritation, and painful sexual intercourse
Fact Premarin Vaginal Cream Usage Identified by Person
Holder Person
Claimant Menopause
Violated when Premarin Vaginal Cream Usage (Person)"
16,Premarin,Do not use Premarin Vaginal Cream if you are pregnant.,"

{
  ""$schema"": ""http://json-schema.org/draft/2020-12/schema"",
  ""title"": ""DPCL"",
  ""description"": ""This document records a subset of instructions of a DPCL program"",
  ""type"": ""array"",
  ""items"": {
    ""$ref"": ""#/$defs/directive""
  },
  ""minItems"": 0,
  ""$defs"": {
    ""external_expression"": {
      ""type"": ""string""
    },
    ""atomic_object"": {
      ""type"": ""string"",
      ""pattern"": ""^(\\*|(~)?[a-z][_\\-a-zA-Z0-9]*)$""
    },
    ""atomic_params"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/atomic_event""
        },
        {
          ""$ref"": ""#/$defs/atomic_object""
        }
      ]
    },
    ""power_position"": {
      ""type"": ""string"",
      ""pattern"": ""^(power|liability|disability|immunity)$""
    },
    ""deontic_position"": {
      ""type"": ""string"",
      ""pattern"": ""^(duty|prohibition|liberty|claim|protection|no-claim)$""
    },
    ""refinement"": {
      ""type"": ""object""
    },
    ""refined_object"": {
      ""type"": ""object"",
      ""properties"": {
        ""reference"": {
          ""$ref"": ""#/$defs/atomic_object""
        },
        ""refinement"": {
          ""$ref"": ""#/$defs/refinement""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_object""
        }
      }
    },
    ""object"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/atomic_object""
        },
        {
          ""$ref"": ""#/$defs/refined_object""
        },
        {
          ""$ref"": ""#/$defs/power_frame""
        },
        {
          ""$ref"": ""#/$defs/deontic_frame""
        }
      ]
    },
    ""atomic_event"": {
      ""type"": ""string"",
      ""pattern"": ""^(~)?#[a-z][_a-zA-Z0-9]*$""
    },
    ""refined_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""reference"": {
          ""$ref"": ""#/$defs/atomic_event""
        },
        ""refinement"": {
          ""$ref"": ""#/$defs/refinement""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_event""
        }
      },
      ""required"": [
        ""reference"",
        ""refinement""
      ],
      ""additionalProperties"": false
    },
    ""transition_event"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/production_event""
        },
        {
          ""$ref"": ""#/$defs/naming_event""
        }
      ]
    },
    ""production_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""plus"": {
          ""$ref"": ""#/$defs/object""
        },
        ""minus"": {
          ""$ref"": ""#/$defs/object""
        }
      },
      ""oneOf"": [
        {
          ""required"": [
            ""plus""
          ]
        },
        {
          ""required"": [
            ""minus""
          ]
        }
      ],
      ""additionalProperties"": false
    },
    ""naming_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""entity"": {
          ""$ref"": ""#/$defs/object""
        },
        ""in"": {
          ""$ref"": ""#/$defs/object""
        },
        ""out"": {
          ""$ref"": ""#/$defs/object""
        }
      },
      ""oneOf"": [
        {
          ""required"": [
            ""entity"",
            ""in""
          ]
        },
        {
          ""required"": [
            ""entity"",
            ""out""
          ]
        }
      ],
      ""additionalProperties"": false
    },
    ""event"": {
      ""oneOf"": [
        {
          ""$ref"": ""#/$defs/atomic_event""
        },
        {
          ""$ref"": ""#/$defs/refined_event""
        },
        {
          ""$ref"": ""#/$defs/transition_event""
        },
        {
          ""$ref"": ""#/$defs/naming_event""
        }
      ]
    },
    ""transformational_rule"": {
      ""type"": ""object"",
      ""properties"": {
        ""condition"": {
          ""$ref"": ""#/$defs/object""
        },
        ""conclusion"": {
          ""$ref"": ""#/$defs/object""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_object""
        }
      },
      ""required"": [
        ""condition"",
        ""conclusion""
      ],
      ""","

Fact pregnant Identified by person NOT USE premarin - vaginal - cream IF pregnant Fact use - premarin - vaginal - cream Actor person Recipient person Creates pregnant ( person ) Violated when use - premarin - vaginal - cream ( person )"
17,Premarin,Use Premarin Vaginal may increase your risk of developing a condition that may lead to uterine cancer. Report any unusual vaginal bleeding right away.,"

[
  {
    ""position"": ""duty"",
    ""holder"": ""*"",
    ""counterparty"": ""*"",
    ""action"": ""~#usePremarinVaginal"",
    ""violation"": {
      ""expression"": ""increased risk of developing a condition that could potentially lead to uterine cancer"",
      ""event"": ""~#unusualVaginalBleeding""
    }
  },
  {
    ""position"": ""claim"",
    ""holder"": ""*"",
    ""counterparty"": ""*"",
    ""action"": ""~#report"",
    ""termination"": {
      ""expression"": ""any unusual vaginal bleeding"",
      ""event"": ""~#report""
    }
  }
]","

Type Declaration:
Type Premarin Vaginal

Scenario:
Statement 1: Use Premarin Vaginal
Statement 2: May increase risk of developing condition
Statement 3: Condition may lead to uterine cancer
Statement 4: Report any unusual vaginal bleeding
Statement 5: Right away

Abstract Syntax:
Premarin Vaginal specifications consist of type declarations.
Boolean and instance expressions are omitted but introduced later.

Example:
Example specification for using Premarin Vaginal to prevent uterine cancer is provided.

Type Redefinition:
Premarin Vaginal can be redefined for specific use in preventing uterine cancer.

Script:
Script to use Premarin Vaginal includes sequences of statements and queries.
It describes the actions and events in the scenario.

Input Files:
To assess the effectiveness of Premarin Vaginal, use four input files: type declarations, redefinitions, initialization statements, and scenario statements.

Facts and Configurations:
Facts represent the institutional model at a moment in time, forming configurations.

Derivation Clauses:
Type declarations may have optional derivation clauses (Boolean expressions) that define which instances are true.

Fact Type:
Facts can be 'derived' or 'postulated' based on the presence of derivation clauses.

Act-Type:
Act-types define actions with performing and recipient actors.
Actions have post-conditions that change configurations.

Duty-Type:
Duty-types involve duty holders and claimants with violation conditions.

Transitions:
Actions and events trigger transitions, changing institutional views by creating or terminating facts.

Actions vs. Events:
Actions and events differ; events lack performing and recipient actors.

Invariants:
The language supports invariants that must hold true in every reachable configuration.

Violations:
Invariant violations are reported to identify inconsistencies in specifications.

Compliance:
A trace can be action-compliant, duty-compliant, both, or neither.

Scenario Assessment:
Evaluate scenarios for action and duty compliance based on the initial configuration.

Trace Recording:
Traces record normative positions and relations, aiding in reproducing and explaining decision-making processes.

Negative Boolean Sentences:
Any statement that includes unusual vaginal bleeding is annotated using NOT(...)

Fact Premarin Vaginal Usage:
Identified by String ""Use Premarin Vaginal""
For person Placeholder ""You""

Fact increased Risk:
Identified by person * condition
Holds when Premarin Vaginal Usage (person)

Fact uterine Cancer:
Identified by person * condition
Holds when increased Risk (person)

Act report:
Actor person
Recipient Placeholder ""anyone""
Creates report unusual vaginal bleeding (person)

Holds when report (person)

Fact unusual Vaginal Bleeding:
Identified by person
Holds when report (person)

Duty report:
Holder Placeholder ""anyone""
Claimant person
Violated when unusual Vaginal Bleeding (person)

Act report:
Actor Placeholder ""anyone""
Recipient person
Terminates report unusual vaginal bleeding (person)

Holds when report (person)"
18,Premarin,"You should not use Premarin Vaginal Cream if you have: undiagnosed vaginal bleeding, liver disease, a bleeding disorder, if you will be having major surgery, or if you have ever had a heart attack, a stroke, a blood clot, or cancer of the breast, uterus/cervix, or vagina.","

[
  {
    ""position"": ""power"",
    ""holder"": ""user"",
    ""action"": ""#use { target: Premarin Vaginal Cream }"",
    ""consequence"": ""-#use { target: Premarin Vaginal Cream }""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""user"",
    ""action"": ""#not_use { target: Premarin Vaginal Cream }"",
    ""condition"": ""#has_symptoms { symptoms: #vaginal_bleeding, diagnosis: #undetermined }""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""user"",
    ""action"": ""#not_use { target: Premarin Vaginal Cream }"",
    ""condition"": ""#has_disease { disease: #liver_disease }""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""user"",
    ""action"": ""#not_use { target: Premarin Vaginal Cream }"",
    ""condition"": ""#has_disorder { disorder: #bleeding_disorder }""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""user"",
    ""action"": ""#not_use { target: Premarin Vaginal Cream }"",
    ""condition"": ""#will_have_surgery { type: #major }""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""user"",
    ""action"": ""#not_use { target: Premarin Vaginal Cream }"",
    ""condition"": ""#has_history { event: #heart_attack }""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""user"",
    ""action"": ""#not_use { target: Premarin Vaginal Cream }"",
    ""condition"": ""#has_history { event: #stroke }""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""user"",
    ""action"": ""#not_use { target: Premarin Vaginal Cream }"",
    ""condition"": ""#has_history { event: #blood_clot }""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""user"",
    ""action"": ""#not_use { target: Premarin Vaginal Cream }"",
    ""condition"": ""#has_history { cancer: [#breast, #uterus, #vagina] }""
  }
]","

Fact Premarin_Vaginal_Cream_Usage Restricted_by Person Person
Fact Undiagnosed_Vaginal_Bleeding Identified_by Person Person
Fact Liver_Disease Identified_by Person Person
Fact Bleeding_Disorder Identified_by Person Person
Fact Major_Surgery_Planned Identified_by Person Person
Fact Heart_Attack_History Identified_by Person Person
Fact Stroke_History Identified_by Person Person
Fact Blood_Clot_History Identified_by Person Person
Fact Breast_Cancer_History Identified_by Person Person
Fact Uterus_Cancer_History Identified_by Person Person
Fact Cervix_Cancer_History Identified_by Person Person
Fact Vagina_Cancer_History Identified_by Person Person
Holds when NOT (Undiagnosed_Vaginal_Bleeding (Person)) AND NOT (Liver_Disease (Person)) AND NOT (Bleeding_Disorder (Person)) AND NOT (Major_Surgery_Planned (Person)) AND NOT (Heart_Attack_History (Person)) AND NOT (Stroke_History (Person)) AND NOT (Blood_Clot_History (Person)) AND NOT (Breast_Cancer_History (Person)) AND NOT (Uterus_Cancer_History (Person)) AND NOT (Cervix_Cancer_History (Person)) AND NOT (Vagina_Cancer_History (Person))
"
19,Premarin,"Premarin Vaginal Cream can weaken the latex of a condom, diaphragm, or cervical cap. Talk to your doctor about the best birth control methods to use.","

[
  {
    ""condition"": ""*Premarin Vaginal Cream"",
    ""conclusion"": {
      ""action"": ""weaken"",
      ""minus"": {
        ""entity"": ""*latex of a condom"",
        ""refinement"": ""-strength""
      }
    }
  },
  {
    ""condition"": ""*Premarin Vaginal Cream"",
    ""conclusion"": {
      ""action"": ""weaken"",
      ""minus"": {
        ""entity"": ""*diaphragm"",
        ""refinement"": ""-strength""
      }
    }
  },
  {
    ""condition"": ""*Premarin Vaginal Cream"",
    ""conclusion"": {
      ""action"": ""weaken"",
      ""minus"": {
        ""entity"": ""*cervical cap"",
        ""refinement"": ""-strength""
      }
    }
  },
  {
    ""condition"": ""*doctor"",
    ""conclusion"": {
      ""action"": ""recommend"",
      ""plus"": {
        ""entity"": ""*best birth control methods"",
        ""refinement"": ""+use""
      }
    }
  }
]","

Fact Premarin Vaginal Cream Fact weakens - latex Identified by String Placeholder type Placeholder birth - control For Fact birth - control - method Identified by String Placeholder type Fact recommended - by Identified by String Placeholder doctor For Premarin Vaginal Cream Fact best - method - to - use Identified by birth - control - method Holds when weakens - latex ( Premarin Vaginal Cream , type ) Act talk - to Actor doctor Creates recommend ( doctor , type ) Holds when recommended - by ( type , doctor )"
20,Avelox,"Avelox is used to treat different types of bacterial infections of the skin, sinuses, lungs, or stomach. It is used to treat community acquired pneumonia, plague, bacterial sinusitis, and chronic bronchitis with bacterial infection.","


{
  ""object"": ""Avelox"",
  ""descriptor"": ""medication"",
  ""properties"": ""used to treat bacterial infections of the skin, sinuses, lungs, or stomach"",
  ""composite objects"": [""community acquired pneumonia"", ""plague"", ""bacterial sinusitis"", ""chronic bronchitis""],
  ""normative positions"": [{ ""event"": ""#treatment"", ""refinement"": ""bacterial infection"" }],
  ""violation"": {
    ""expression"": ""failure to treat bacterial infection promptly"",
    ""event"": ""#worsening of the condition""
  }
}","

Fact medication 
Identified by String Avelox 

Fact bacterial - infection 
Identified by String Placeholder 
Type Redefinition 
Types can be redefined for domain-specific use. 
Fact bacterial - infection - of - the - skin 
Holds when bacterial - infection ( Avelox , skin ) 

Fact bacterial - infection - of - the - sinuses 
Holds when bacterial - infection ( Avelox , sinuses ) 

Fact bacterial - infection - of - the - lungs 
Holds when bacterial - infection ( Avelox , lungs ) 

Fact bacterial - infection - of - the - stomach 
Holds when bacterial - infection ( Avelox , stomach ) 

Act treat 
Actor String Avelox 
Recipient String Placeholder 
Creates bacterial - infection - of - the - skin ( Avelox , skin ) 
Creates bacterial - infection - of - the - sinuses ( Avelox , sinuses ) 
Creates bacterial - infection - of - the - lungs ( Avelox , lungs ) 
Creates bacterial - infection - of - the - stomach ( Avelox , stomach ) 

Fact community - acquired - pneumonia 
Identified by String Placeholder 
Holds when bacterial - infection ( Avelox , community - acquired - pneumonia ) 

Fact plague 
Identified by String Placeholder 
Holds when bacterial - infection ( Avelox , plague ) 

Fact bacterial - sinusitis 
Identified by String Placeholder 
Holds when bacterial - infection ( Avelox , bacterial - sinusitis ) 

Fact chronic - bronchitis 
Identified by String Placeholder 
Holds when bacterial - infection ( Avelox , chronic - bronchitis ) 

Act treat 
Actor String Avelox 
Recipient String Placeholder 
Creates community - acquired - pneumonia ( Avelox , community - acquired - pneumonia ) 
Creates plague ( Avelox , plague ) 
Creates bacterial - sinusitis ( Avelox , bacterial - sinusitis ) 
Creates chronic - bronchitis ( Avelox , chronic - bronchitis )"
